day_end;start_time;day_of_the_week;domicile;region
Weekday;07:30:00;Tuesday;At home;Southeast
Weekday;07:30:00;Tuesday;At home;Southeast
Weekday;07:30:00;Thursday;Out of home;Southeast
Weekday;07:30:00;Thursday;Out of home;Southeast
Weekend;09:00:00;Sunday;At home;Southeast
Weekend;09:00:00;Sunday;At home;Southeast
Weekend;09:00:00;Sunday;At home;Southeast
Weekend;09:00:00;Sunday;At home;Southeast
Weekend;09:00:00;Sunday;At home;Southeast
Weekday;06:50:00;Thursday;At home;Southeast
Weekday;06:50:00;Thursday;At home;Southeast
Weekday;06:50:00;Thursday;At home;Southeast
Weekend;11:15:00;Saturday;At home;Southeast
Weekend;11:15:00;Saturday;At home;Southeast
Weekday;06:50:00;Monday;At home;Southeast
Weekday;06:50:00;Monday;At home;Southeast
Weekday;06:50:00;Monday;At home;Southeast
Weekday;07:30:00;Friday;At home;Southeast
Weekday;07:30:00;Friday;At home;Southeast
Weekday;07:30:00;Friday;At home;Southeast
Weekday;07:30:00;Friday;At home;Southeast
Weekday;07:30:00;Friday;At home;Southeast
Weekday;07:30:00;Friday;At home;Southeast
Weekend;10:00:00;Sunday;At home;Southeast
Weekend;10:00:00;Sunday;At home;Southeast
Weekend;10:00:00;Sunday;At home;Southeast
Weekend;10:00:00;Sunday;At home;Southeast
Weekend;10:00:00;Sunday;At home;Southeast
Weekday;07:40:00;Tuesday;At home;Southeast
Weekday;07:40:00;Tuesday;At home;Southeast
Weekday;07:40:00;Tuesday;At home;Southeast
Weekday;07:40:00;Tuesday;At home;Southeast
Weekday;07:40:00;Tuesday;At home;Southeast
Weekday;06:30:00;Tuesday;At home;Southeast
Weekday;06:30:00;Tuesday;At home;Southeast
Weekday;06:30:00;Tuesday;At home;Southeast
Weekday;06:30:00;Tuesday;At home;Southeast
Weekday;06:40:00;Thursday;At home;Southeast
Weekday;06:40:00;Thursday;At home;Southeast
Weekday;06:40:00;Thursday;At home;Southeast
Weekend;07:00:00;Sunday;At home;Southeast
Weekend;07:00:00;Sunday;At home;Southeast
Weekend;07:00:00;Sunday;At home;Southeast
Weekend;07:00:00;Sunday;At home;Southeast
Weekend;10:30:00;Saturday;At home;Southeast
Weekday;06:25:00;Tuesday;At home;Southeast
Weekday;06:25:00;Tuesday;At home;Southeast
Weekday;06:25:00;Tuesday;At home;Southeast
Weekday;06:25:00;Tuesday;At home;Southeast
Weekday;06:25:00;Tuesday;At home;Southeast
Weekday;07:00:00;Tuesday;At home;Southeast
Weekday;10:00:00;Thursday;At home;Southeast
Weekday;10:00:00;Thursday;At home;Southeast
Weekend;10:00:00;Saturday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekday;08:30:00;Friday;At home;Southeast
Weekend;11:00:00;Saturday;At home;Southeast
Weekend;11:00:00;Saturday;At home;Southeast
Weekday;09:45:00;Monday;At home;Southeast
Weekday;09:45:00;Monday;At home;Southeast
Weekday;07:05:00;Wednesday;At home;Southeast
Weekday;07:05:00;Wednesday;At home;Southeast
Weekday;07:05:00;Wednesday;At home;Southeast
Weekday;09:45:00;Friday;At home;Southeast
Weekday;09:45:00;Friday;At home;Southeast
Weekend;09:45:00;Saturday;At home;Southeast
Weekend;09:45:00;Saturday;At home;Southeast
Weekend;07:00:00;Saturday;At home;Southeast
Weekend;07:00:00;Saturday;At home;Southeast
Weekend;NA;Saturday;NA;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:20:00;Monday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekday;07:15:00;Wednesday;At home;Southeast
Weekend;09:01:00;Sunday;At home;Southeast
Weekend;09:01:00;Sunday;At home;Southeast
Weekend;09:01:00;Sunday;At home;Southeast
Weekday;09:30:00;Tuesday;At home;Southeast
Weekday;09:30:00;Tuesday;At home;Southeast
Weekday;09:30:00;Tuesday;At home;Southeast
Weekday;07:15:00;Thursday;At home;Southeast
Weekday;07:15:00;Thursday;At home;Southeast
Weekday;08:00:00;Monday;At home;Southeast
Weekday;08:00:00;Monday;At home;Southeast
Weekday;08:00:00;Monday;At home;Southeast
Weekday;08:00:00;Monday;At home;Southeast
Weekday;07:30:00;Wednesday;At home;Southeast
Weekday;07:30:00;Wednesday;At home;Southeast
Weekday;07:30:00;Wednesday;At home;Southeast
Weekday;07:30:00;Wednesday;At home;Southeast
Weekday;07:30:00;Wednesday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekend;08:00:00;Saturday;At home;Southeast
Weekday;09:40:00;Friday;At home;Southeast
Weekday;09:40:00;Friday;At home;Southeast
Weekday;09:40:00;Friday;At home;Southeast
Weekday;09:40:00;Friday;At home;Southeast
Weekday;09:40:00;Friday;At home;Southeast
Weekday;09:40:00;Friday;At home;Southeast
Weekday;09:40:00;Friday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekend;08:15:00;Sunday;At home;Southeast
Weekday;06:15:00;Monday;At home;Southeast
Weekday;06:15:00;Monday;At home;Southeast
Weekday;06:15:00;Monday;At home;Southeast
Weekday;06:15:00;Monday;At home;Southeast
Weekday;07:20:00;Thursday;At home;Northwest
Weekday;07:20:00;Thursday;At home;Northwest
Weekend;09:00:00;Saturday;At home;Northwest
Weekend;09:00:00;Saturday;At home;Northwest
Weekend;09:00:00;Saturday;At home;Northwest
Weekend;09:00:00;Saturday;At home;Northwest
Weekday;12:05:00;Monday;At home;Northwest
Weekday;12:05:00;Monday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekend;08:30:00;Sunday;At home;Northwest
Weekday;07:30:00;Tuesday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;08:00:00;Thursday;At home;Northwest
Weekday;09:15:00;Tuesday;At home;Northwest
Weekday;09:15:00;Tuesday;At home;Northwest
Weekday;09:30:00;Thursday;At home;Northwest
Weekday;09:30:00;Thursday;At home;Northwest
Weekday;09:30:00;Thursday;At home;Northwest
Weekend;10:15:00;Saturday;At home;Northwest
Weekend;10:15:00;Saturday;At home;Northwest
Weekend;10:15:00;Saturday;At home;Northwest
Weekend;10:15:00;Saturday;At home;Northwest
Weekend;NA;Saturday;NA;Northwest
Weekday;NA;Friday;NA;Northwest
Weekday;NA;Thursday;NA;Northwest
Weekend;07:05:00;Sunday;At home;Northwest
Weekend;07:05:00;Sunday;At home;Northwest
Weekend;07:05:00;Sunday;At home;Northwest
Weekday;07:05:00;Thursday;At home;Northwest
Weekday;07:05:00;Thursday;At home;Northwest
Weekday;07:05:00;Tuesday;At home;Northwest
Weekday;07:05:00;Tuesday;At home;Northwest
Weekday;07:05:00;Tuesday;At home;Northwest
Weekday;07:00:00;Tuesday;At home;Northwest
Weekday;07:00:00;Tuesday;At home;Northwest
Weekday;07:00:00;Tuesday;At home;Northwest
Weekday;06:45:00;Friday;At home;Northwest
Weekday;06:45:00;Friday;At home;Northwest
Weekday;06:45:00;Friday;At home;Northwest
Weekday;06:45:00;Friday;At home;Northwest
Weekday;06:45:00;Friday;At home;Northwest
Weekend;07:00:00;Sunday;At home;Northwest
Weekend;07:00:00;Sunday;At home;Northwest
Weekend;07:00:00;Sunday;At home;Northwest
Weekend;07:00:00;Sunday;At home;Northwest
Weekend;07:00:00;Sunday;At home;Northwest
Weekend;06:30:00;Sunday;At home;Northwest
Weekend;06:30:00;Sunday;At home;Northwest
Weekend;06:30:00;Sunday;At home;Northwest
Weekday;11:30:00;Thursday;At home;Northwest
Weekday;11:30:00;Thursday;At home;Northwest
Weekend;09:45:00;Saturday;At home;Northwest
Weekend;09:45:00;Saturday;At home;Northwest
Weekday;09:30:00;Wednesday;At home;Northwest
Weekday;09:30:00;Wednesday;At home;Northwest
Weekend;09:45:00;Saturday;At home;Northwest
Weekend;09:45:00;Saturday;At home;Northwest
Weekday;09:10:00;Monday;At home;Northwest
Weekday;09:10:00;Monday;At home;Northwest
Weekday;07:30:00;Thursday;At home;Northwest
Weekend;07:45:00;Sunday;At home;Northwest
Weekday;07:45:00;Tuesday;At home;Northwest
Weekend;08:30:00;Sunday;At home;West
Weekday;NA;Tuesday;NA;West
Weekday;06:40:00;Thursday;At home;West
Weekday;06:40:00;Thursday;At home;West
Weekday;06:40:00;Thursday;At home;West
Weekday;NA;Tuesday;NA;Center
Weekday;07:30:00;Friday;At home;Center
Weekday;07:30:00;Friday;At home;Center
Weekday;07:30:00;Friday;At home;Center
Weekend;10:30:00;Sunday;At home;Center
Weekend;10:30:00;Sunday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;NA;Thursday;NA;Center
Weekend;07:15:00;Sunday;At home;Center
Weekday;08:00:00;Tuesday;Out of home;Center
Weekday;08:00:00;Tuesday;Out of home;Center
Weekday;08:00:00;Tuesday;Out of home;Center
Weekday;07:40:00;Friday;At home;Center
Weekday;07:40:00;Friday;At home;Center
Weekday;07:40:00;Friday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekday;07:30:00;Thursday;At home;Center
Weekday;07:30:00;Thursday;At home;Center
Weekend;06:45:00;Sunday;At home;Center
Weekday;07:30:00;Tuesday;At home;Center
Weekday;07:30:00;Tuesday;At home;Center
Weekday;NA;Monday;NA;Center
Weekday;NA;Tuesday;NA;Center
Weekend;08:20:00;Sunday;At home;Center
Weekend;08:20:00;Sunday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekday;07:00:00;Wednesday;At home;Center
Weekday;07:00:00;Wednesday;At home;Center
Weekday;07:00:00;Wednesday;At home;Center
Weekday;07:00:00;Wednesday;At home;Center
Weekday;06:40:00;Tuesday;At home;Center
Weekday;06:40:00;Tuesday;At home;Center
Weekday;06:40:00;Tuesday;At home;Center
Weekday;06:40:00;Tuesday;At home;Center
Weekend;08:45:00;Saturday;At home;Center
Weekend;08:45:00;Saturday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;07:25:00;Monday;At home;Center
Weekday;07:20:00;Monday;At home;Center
Weekday;07:20:00;Monday;At home;Center
Weekday;07:20:00;Monday;At home;Center
Weekday;07:20:00;Monday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekend;10:00:00;Sunday;At home;Center
Weekday;10:20:00;Wednesday;At home;Center
Weekday;06:40:00;Friday;At home;Center
Weekday;06:40:00;Friday;At home;Center
Weekday;09:50:00;Tuesday;At home;Center
Weekday;09:50:00;Tuesday;At home;Center
Weekday;09:50:00;Tuesday;At home;Center
Weekday;09:50:00;Tuesday;At home;Center
Weekday;09:50:00;Tuesday;At home;Center
Weekend;09:20:00;Saturday;At home;Center
Weekend;09:20:00;Saturday;At home;Center
Weekend;09:20:00;Saturday;At home;Center
Weekday;09:00:00;Thursday;At home;Center
Weekday;09:00:00;Thursday;At home;Center
Weekday;09:00:00;Thursday;At home;Center
Weekday;09:00:00;Thursday;At home;Center
Weekday;10:00:00;Thursday;At home;Center
Weekday;10:00:00;Thursday;At home;Center
Weekday;10:00:00;Thursday;At home;Center
Weekday;10:00:00;Thursday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekend;10:00:00;Saturday;At home;Center
Weekday;07:00:00;Thursday;At home;Center
Weekday;07:00:00;Thursday;At home;Center
Weekday;07:00:00;Thursday;At home;Center
Weekday;08:10:00;Thursday;At home;Center
Weekend;10:05:00;Sunday;At home;Center
Weekday;08:50:00;Wednesday;At home;Center
Weekday;09:30:00;Monday;At home;West
Weekday;09:30:00;Monday;At home;West
Weekday;09:30:00;Monday;At home;West
Weekday;09:00:00;Thursday;At home;West
Weekday;09:00:00;Thursday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekend;08:15:00;Saturday;At home;West
Weekday;06:00:00;Friday;At home;West
Weekday;06:00:00;Friday;At home;West
Weekday;06:00:00;Friday;At home;West
Weekday;07:15:00;Monday;At home;West
Weekday;07:15:00;Monday;At home;West
Weekday;07:15:00;Monday;At home;West
Weekend;08:30:00;Saturday;At home;West
Weekend;08:30:00;Saturday;At home;West
Weekday;08:10:00;Monday;At home;West
Weekday;08:10:00;Monday;At home;West
Weekday;08:10:00;Monday;At home;West
Weekday;08:10:00;Monday;At home;West
Weekday;08:10:00;Thursday;At home;West
Weekday;08:10:00;Thursday;At home;West
Weekday;08:10:00;Thursday;At home;West
Weekday;08:10:00;Thursday;At home;West
Weekday;06:45:00;Tuesday;At home;West
Weekday;06:45:00;Tuesday;At home;West
Weekday;06:45:00;Tuesday;At home;West
Weekday;NA;Friday;NA;West
Weekend;NA;Sunday;NA;West
Weekday;08:15:00;Wednesday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekday;08:15:00;Wednesday;At home;West
Weekend;10:50:00;Sunday;At home;West
Weekend;10:50:00;Sunday;At home;West
Weekend;10:50:00;Sunday;At home;West
Weekend;10:50:00;Sunday;At home;West
Weekend;10:50:00;Sunday;At home;West
Weekend;10:50:00;Sunday;At home;West
Weekday;07:45:00;Thursday;At home;West
Weekday;07:45:00;Thursday;At home;West
Weekday;07:45:00;Thursday;At home;West
Weekday;07:45:00;Thursday;At home;West
Weekday;07:45:00;Thursday;At home;West
Weekend;09:15:00;Sunday;At home;West
Weekend;09:15:00;Sunday;At home;West
Weekday;NA;Monday;NA;West
Weekday;NA;Tuesday;NA;West
Weekday;09:00:00;Monday;At home;Southwest
Weekday;09:10:00;Tuesday;At home;Southwest
Weekday;09:10:00;Tuesday;At home;Southwest
Weekday;09:10:00;Tuesday;At home;Southwest
Weekend;09:40:00;Sunday;At home;Southwest
Weekend;09:40:00;Sunday;At home;Southwest
Weekend;09:40:00;Sunday;At home;Southwest
Weekend;09:40:00;Sunday;At home;Southwest
Weekday;07:00:00;Thursday;At home;Southwest
Weekday;07:00:00;Thursday;At home;Southwest
Weekend;07:00:00;Sunday;At home;Southwest
Weekend;07:00:00;Sunday;At home;Southwest
Weekday;09:00:00;Tuesday;At home;Southwest
Weekday;09:00:00;Tuesday;At home;Southwest
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;10:30:00;Thursday;At home;Central East
Weekday;08:00:00;Tuesday;At home;Central East
Weekday;08:00:00;Tuesday;At home;Central East
Weekday;08:00:00;Tuesday;At home;Central East
Weekday;08:00:00;Tuesday;At home;Central East
Weekday;08:00:00;Tuesday;At home;Central East
Weekday;08:00:00;Tuesday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekend;08:30:00;Sunday;At home;Central East
Weekday;10:30:00;Monday;At home;Central East
Weekday;10:30:00;Monday;At home;Central East
Weekday;07:00:00;Friday;At home;Central East
Weekday;07:00:00;Friday;At home;Central East
Weekend;10:20:00;Saturday;At home;Central East
Weekday;07:15:00;Friday;At home;Central East
Weekday;06:45:00;Monday;At home;Central East
Weekend;07:00:00;Sunday;At home;Central East
Weekend;09:40:00;Saturday;At home;Central East
Weekend;09:40:00;Saturday;At home;Central East
Weekend;09:40:00;Saturday;At home;Central East
Weekday;06:50:00;Tuesday;At home;Central East
Weekday;06:50:00;Tuesday;At home;Central East
Weekday;06:50:00;Tuesday;At home;Central East
Weekday;06:50:00;Tuesday;At home;Central East
Weekday;06:50:00;Monday;At home;Central East
Weekday;06:50:00;Monday;At home;Central East
Weekday;06:50:00;Monday;At home;Central East
